site_id,lat,lon,flow,normalized_flow,ratio_max_allyear,ratio_sum_3day_allyear,ratio_max_summerfall,ratio_sum_3day_summerfall
01387420,41.118429,-74.160145,2529.3333333333335,24.987629160152128,0.3286169375285401,0.2833169276329258,0.2969243141785385,0.25669712849851956
01387450,41.141111,-74.116111,323.90909090909093,24.629287871865703,0.4067167286401981,0.3133130909293809,0.3587674719387523,0.26685704524349296
01413088,42.29167,-74.55972,395.3333333333333,20.40369308573064,0.37033445042455915,0.2963628162522984,0.4122344437825174,0.2691506254650912
01413398,42.150922,-74.601266,1294.875,26.18125204540045,0.46551867063187735,0.3570544568727654,0.4406020063618036,0.31425388720879754
01417000,42.075087,-74.976275,8740.0,22.252429277899193,0.3355818141636364,0.303704518632301,,
01417500,42.024809,-75.11989,9490.0,19.61028182230507,0.30488622380828606,0.2676174701069752,,
01420500,41.946477,-74.979609,7056.0,27.53073649491402,0.5775637756255264,0.4610552180944313,0.5017001321897091,0.3863097182522374
01421000,41.973143,-75.174058,17775.0,21.428150243560168,0.4130415175706622,0.3385005096053283,0.2835582253013305,0.18155064098668205
01421610,42.37147,-74.669042,388.0,24.435822032763927,0.5130244959483176,0.42542163256687543,,
01421900,42.280362,-74.907105,3055.0,21.497597508979503,0.5070674689536683,0.43582054416461535,0.40729537333292587,0.33138667965139096
01425000,42.074806,-75.396009,8290.0,17.180035152659954,0.32160306517283327,0.27944104880158654,,
01427500,41.760922,-75.048223,3323.75,28.372393717183225,0.4540786213461152,0.37383690320731805,0.39124464626416044,0.2789375860939858
01428000,41.564256,-75.015168,1416.4285714285713,29.19861762451111,0.39832932974315716,0.33095816236329834,0.35854065335839264,0.2682516279655415
01432900,41.668145,-74.780441,2077.1428571428573,25.580331893861963,0.37574963576100723,0.305272103122416,0.32714654145392624,0.23091149932557414
01433500,41.461481,-74.758775,3945.0,18.430662157037304,0.21044400942063332,0.14428222177280248,0.21044400942063332,0.14428222177280248
01434498,41.920369,-74.574601,969.7857142857143,27.007817035896572,0.7402731059787859,0.573389405129309,0.510166067687779,0.38186250024912594
01436000,41.820091,-74.635437,2180.5882352941176,22.16523460407153,0.5852793757457954,0.42246115994941214,0.5410586242454578,0.4030524106774985
01436690,41.638064,-74.616883,4078.5714285714284,22.523172069997837,0.4704537687433969,0.37705999278100794,0.4881019934568781,0.4066149275273552
01437500,41.441204,-74.601828,6630.0,20.430298379274607,0.31290045229676394,0.26684082901030054,0.2903180279734415,0.22845359289964823
01505000,42.678682,-75.510457,4936.666666666667,18.26051463074742,0.3526205154415962,0.3035050702183079,0.3248336055423779,0.2713720796994342
01509000,42.602848,-76.159373,5750.0,18.51413384080659,0.3521256083739245,0.28323685680069116,0.3505751407892664,0.26718716020171046
01521500,42.395902,-77.711382,632.1111111111111,19.39506858424128,0.9055216034340771,0.7886614501426534,0.3703317296422748,0.3202366573415261
01523500,42.334792,-77.683048,1120.0,18.0651782935924,0.439081318749804,0.4303015258201112,0.21865826749071457,0.19231888870163602
01525500,42.222295,-77.417761,7390.0,20.35485246631753,0.4897665846994627,0.4419100347095514,0.3503725768041669,0.2785877518193
01529500,42.252574,-77.216642,9390.0,18.796856306655332,0.3403377958075251,0.30534204791626995,0.3403377958075251,0.30534204791626995
04213500,42.46395,-78.935035,11006.666666666666,23.855800956345515,0.8962900304827994,0.6320656289861498,0.49390716801495205,0.3700889840056252
04214500,42.854781,-78.755031,3424.0,22.741911315370753,1.4785065588623996,1.201352610300346,1.3422823577468652,0.9447380682621835
04215000,42.890059,-78.645028,2532.0,24.9769394528793,1.7772791431811588,1.27167906117646,2.446799915600932,1.5267582368103856
04215500,42.829781,-78.775031,3664.375,25.561898388365115,1.5061263232658537,1.1131878457696247,1.6200530633864179,1.1183224779475
04217000,42.99756,-78.188628,3826.6666666666665,21.12096098372392,0.7843318223152641,0.45560378297987586,0.6724571537189217,0.3255366397452274
04218518,42.977836,-78.763643,1926.6666666666667,21.397786808248963,2.254634151662216,1.5860414555207074,5.759305405156406,3.9365948107244284
04223000,42.570341,-78.042228,18966.666666666668,18.21408798919064,0.8362281075461352,0.6543553515950302,,
04229500,42.957285,-77.588887,3560.0,17.33333651747757,0.4380423717755242,0.28415306266132345,0.4380423717755242,0.28415306266132345
04230380,42.744228,-78.137511,1037.1666666666667,23.698690561689947,0.9069841375118298,0.6789093846254696,0.5363601795509261,0.37388876158430373
04232050,43.130341,-77.518608,566.25,17.889134828235363,0.39309749205077144,0.2840850962085808,0.3622440231973318,0.24854332352728079
04234000,42.453406,-76.472717,2728.75,20.821283704233895,0.3900771791027419,0.3228409241518852,0.3730040481656479,0.2979680528982841
